Flight_Number,Date,Day_of_Week,Source,Destination,Departure_Time,Arrival_Time,Price,Aircraft_Type,Class,Seat_Occupancy_Rate,Delay_Status,Delay_Minutes,Weather_Conditions,Passenger_Rating,Meal_Opted,Booking_Channel,Duration_Minutes
6E3003,2024-11-22,Thursday,Bom,Blr,04:08:00,07:59:00,3526.7,A320,Economy,99.64,On-Time,0.0,Clear,3.0,Yes,App,231
6E5314,2024-10-07,Wednesday,Del,Amd,01:29:00,04:19:00,8929.62,A320Neo,Economy,91.33,Delayed,125.0,Clear,5.0,Yes,App,230
6E4656,2025-04-25,Saturday,Bom,Cok,18:57:00,20:32:00,6754.3,A320,Premium Economy,80.98,On-Time,0.0,Fog,4.0,No,App,155
6E3197,2025-05-29,Thursday,Hyd,Del,08:55:00,11:48:00,6025.005,A321Neo,Economy,72.67,On-Time,0.0,Rainy,4.0,No,Travel Agency,233
6E7912,2025-06-20,Tuesday,Bom,Pnq,12:20:00,14:52:00,7600.33,A321Neo,Economy,77.15,On-Time,0.0,Rainy,4.0,No,App,152
6E1113,2025-05-04,Saturday,Goi,Del,08:39:00,10:53:00,8646.47,A320Neo,Economy,99.39,On-Time,0.0,Storm,3.0,Yes,Website,134
6E2018,2025-04-13,Wednesday,Amd,Ccu,11:27:00,14:42:00,4779.69,A321Neo,Economy,88.9,Delayed,163.0,Clear,4.0,No,Website,195
6E7268,2025-06-26,Saturday,Goi,Amd,20:57:00,23:15:00,2985.11,A321Neo,Economy,70.22,Delayed,52.0,Cloudy,1.0,No,App,198
6E8085,2025-02-01,Monday,Goi,Blr,07:54:00,09:56:00,6157.86,A320,Economy,97.85,On-Time,0.0,Fog,1.0,No,Airport,122
6E3259,2025-01-11,Monday,Blr,Pnq,07:19:00,10:10:00,3428.69,A321Neo,Economy,79.9,On-Time,0.0,Rainy,1.0,Yes,Travel Agency,231
6E9584,2025-04-23,Wednesday,Cok,Pnq,01:35:00,03:16:00,8222.51,A321Neo,Economy,99.72,On-Time,0.0,Clear,2.0,No,Airport,161
6E3424,2025-07-18,Tuesday,Cok,Maa,10:49:00,13:34:00,7049.26,A320Neo,Economy,98.95,Cancelled,0.0,Cloudy,4.0,No,App,225
6E8376,2025-03-10,Thursday,Pnq,Hyd,20:51:00,23:42:00,7382.78,A320,Economy,94.06,Delayed,25.0,Rainy,5.0,No,Website,231
6E6520,2025-07-12,Sunday,Cok,Pnq,10:15:00,11:04:00,7607.33,A320,Economy,94.67,Delayed,83.0,Storm,5.0,Yes,Travel Agency,109
6E8903,2025-01-11,Saturday,Ccu,Bom,08:58:00,09:39:00,4180.79,A320,Premium Economy,96.69,Delayed,45.0,Fog,4.0,Yes,Website,101
6E4879,2024-11-09,Saturday,Cok,Blr,08:09:00,11:30:00,5782.92,A320Neo,Economy,90.76,Delayed,31.0,Storm,4.0,No,Travel Agency,201
6E9367,2024-10-13,Wednesday,Ccu,Blr,23:44:00,00:34:00,4215.02,A320,Economy,71.87,On-Time,0.0,Clear,4.0,Yes,Travel Agency,110
6E4671,2024-11-18,Thursday,Goi,Pnq,01:07:00,02:10:00,5486.24,A321Neo,Economy,89.3,On-Time,0.0,Rainy,4.0,No,App,63
6E4545,2025-07-23,Wednesday,Bom,Pnq,09:15:00,11:54:00,5910.93,A321Neo,Economy,99.21,On-Time,0.0,Storm,3.0,Yes,Website,159
6E3964,2025-04-15,Tuesday,Maa,Blr,12:47:00,15:18:00,2888.97,A320Neo,Economy,91.62,On-Time,0.0,Storm,3.0,Yes,App,211
6E8398,2024-09-04,Monday,Ccu,Hyd,05:25:00,08:18:00,7107.32,A320Neo,Economy,87.46,On-Time,0.0,Clear,4.0,Yes,Website,233
6E7595,2025-01-16,Friday,Cok,Hyd,12:11:00,15:12:00,7444.03,A321Neo,Economy,81.1,On-Time,0.0,Fog,4.0,No,Airport,181
6E1534,2025-04-05,Saturday,Pnq,Ccu,08:11:00,10:24:00,4032.67,A320Neo,Economy,75.3,On-Time,0.0,Rainy,2.0,No,App,133
6E4236,2024-09-12,Tuesday,Hyd,Del,17:20:00,18:47:00,5722.29,A320Neo,Economy,73.01,On-Time,0.0,Fog,4.0,No,Website,87
6E4659,2024-10-08,Monday,Amd,Ccu,17:44:00,18:48:00,2943.58,A320,Economy,77.97,On-Time,0.0,Storm,2.0,Yes,App,64
6E7802,2024-11-12,Saturday,Cok,Amd,07:37:00,10:25:00,4448.33,A321Neo,Economy,92.26,On-Time,0.0,Storm,2.0,Yes,Website,228
6E9720,2025-06-23,Sunday,Del,Cok,18:08:00,19:04:00,3124.74,A320,Economy,81.4,On-Time,0.0,Cloudy,3.0,No,App,116
6E3449,2025-02-20,Thursday,Maa,Blr,04:05:00,06:09:00,9243.37,A320Neo,Economy,94.59,On-Time,0.0,Rainy,4.0,No,Travel Agency,124
6E9814,2024-11-05,Wednesday,Blr,Maa,01:43:00,03:39:00,3067.58,A320,Economy,95.53,Delayed,82.0,Rainy,3.0,Yes,Airport,176
6E2030,2024-12-06,Wednesday,Maa,Cok,02:30:00,04:53:00,5256.59,A320,Economy,81.11,Delayed,52.0,Cloudy,5.0,Yes,Airport,143
6E2056,2025-02-22,Friday,Blr,Del,08:18:00,09:27:00,4953.63,A320,Economy,98.33,On-Time,0.0,Rainy,4.0,Yes,Airport,69
6E7465,2024-10-06,Monday,Cok,Pnq,17:02:00,19:21:00,3522.65,A320,Economy,70.92,Delayed,40.0,Fog,5.0,No,Airport,139
6E4442,2024-10-04,Tuesday,Del,Maa,13:04:00,16:14:00,7791.8,A320,Economy,73.17,On-Time,0.0,Clear,3.0,No,App,190
6E4225,2025-01-08,Tuesday,Maa,Goi,04:59:00,05:34:00,2800.89,A320,Economy,88.69,On-Time,0.0,Clear,4.0,Yes,App,95
6E1435,2024-12-01,Thursday,Goi,Del,14:59:00,16:43:00,4529.68,A320Neo,Premium Economy,89.15,On-Time,0.0,Cloudy,4.0,Yes,App,164
6E9050,2024-08-21,Wednesday,Pnq,Maa,21:12:00,23:20:00,5410.09,A321Neo,Economy,93.17,On-Time,0.0,Clear,4.0,Yes,Airport,128
6E9771,2025-06-16,Friday,Cok,Ccu,19:45:00,20:42:00,7701.48,A321Neo,Economy,83.55,Delayed,171.0,Clear,4.0,No,App,117
6E6869,2025-06-09,Tuesday,Bom,Pnq,12:45:00,15:54:00,8909.03,A320,Economy,70.99,Delayed,116.0,Cloudy,4.0,Yes,Website,189
6E6590,2024-08-29,Friday,Maa,Bom,21:24:00,23:57:00,2881.64,A320Neo,Economy,97.25,On-Time,0.0,Clear,5.0,No,Airport,153
6E3171,2024-09-16,Friday,Hyd,Maa,23:58:00,02:33:00,7316.76,A321Neo,Economy,73.95,On-Time,0.0,Storm,1.0,No,Airport,215
6E4020,2024-10-22,Tuesday,Blr,Del,19:11:00,20:06:00,4496.26,A320,Economy,76.96,Delayed,19.0,Storm,3.0,Yes,Website,115
6E3019,2025-01-23,Thursday,Bom,Amd,17:02:00,18:37:00,6385.87,A320Neo,Premium Economy,73.28,On-Time,0.0,Storm,5.0,Yes,Website,95
6E4271,2025-05-31,Monday,Amd,Maa,21:18:00,22:11:00,8069.94,A321Neo,Premium Economy,75.37,On-Time,0.0,Clear,4.0,No,App,113
6E8403,2025-06-17,Friday,Bom,Ccu,08:28:00,10:44:00,9352.82,A320Neo,Economy,85.38,On-Time,0.0,Storm,2.0,Yes,Airport,136
6E2065,2024-11-03,Thursday,Goi,Cok,22:51:00,01:29:00,4090.28,A320,Economy,71.19,On-Time,0.0,Cloudy,1.0,Yes,Travel Agency,218
6E8553,2025-03-03,Thursday,Blr,Ccu,08:36:00,09:33:00,8316.55,A321Neo,Economy,74.68,On-Time,0.0,Clear,3.0,Yes,Website,117
6E2520,2025-07-02,Wednesday,Blr,Cok,18:59:00,20:22:00,3181.12,A321Neo,Economy,85.65,On-Time,0.0,Fog,5.0,No,App,143
6E1910,2025-05-04,Tuesday,Ccu,Cok,18:27:00,20:39:00,3887.97,A320,Economy,94.4,On-Time,0.0,Rainy,2.0,Yes,Airport,132
6E4459,2024-10-13,Friday,Cok,Hyd,17:08:00,20:55:00,3878.44,A320,Economy,86.18,On-Time,0.0,Rainy,2.0,Yes,Website,227
6E4460,2025-02-11,Monday,Cok,Amd,17:52:00,18:06:00,8433.86,A320,Economy,78.6,On-Time,0.0,Storm,4.0,No,Website,74
6E4243,2024-08-06,Monday,Amd,Bom,13:37:00,16:51:00,7890.0,A320Neo,Economy,78.69,On-Time,0.0,Fog,2.0,No,Travel Agency,194
6E6682,2024-09-11,Sunday,Hyd,Maa,07:08:00,09:42:00,5500.02,A321Neo,Economy,96.15,On-Time,0.0,Storm,2.0,Yes,Travel Agency,154
6E4252,2025-05-06,Sunday,Amd,Pnq,13:18:00,14:12:00,4878.81,A320,Economy,98.64,Delayed,128.0,Storm,2.0,Yes,Travel Agency,114
6E7980,2025-01-22,Monday,Maa,Ccu,23:25:00,01:54:00,7702.5,A320Neo,Economy,89.47,On-Time,0.0,Storm,1.0,Yes,Website,149
6E2242,2024-09-13,Thursday,Blr,Bom,20:02:00,23:54:00,4322.61,A320,Economy,88.09,Delayed,160.0,Clear,1.0,Yes,Website,232
6E5925,2025-01-20,Monday,Maa,Goi,02:44:00,05:01:00,3020.68,A321Neo,Economy,74.85,On-Time,0.0,Clear,2.0,No,Airport,197
6E1138,2025-02-18,Wednesday,Del,Bom,11:29:00,12:11:00,7705.13,A321Neo,Economy,94.1,On-Time,0.0,Rainy,1.0,Yes,Airport,102
6E7476,2025-01-13,Sunday,Amd,Del,06:35:00,09:51:00,3155.56,A320,Economy,91.27,On-Time,0.0,Rainy,5.0,No,App,196
6E5047,2025-06-18,Saturday,Pnq,Cok,08:05:00,10:15:00,3865.04,A320,Economy,74.97,On-Time,0.0,Cloudy,4.0,No,Airport,130
6E6344,2025-07-18,Thursday,Goi,Del,16:00:00,19:04:00,8580.8,A321Neo,Economy,78.47,On-Time,0.0,Fog,4.0,Yes,Travel Agency,184
6E6252,2025-01-09,Sunday,Maa,Pnq,05:57:00,08:37:00,8551.11,A320Neo,Economy,70.89,On-Time,0.0,Cloudy,2.0,No,Travel Agency,220
6E6605,2025-03-11,Monday,Blr,Hyd,12:48:00,14:42:00,3382.77,A320Neo,Economy,70.79,On-Time,0.0,Cloudy,4.0,Yes,Airport,174
6E3816,2025-02-14,Sunday,Amd,Del,14:05:00,17:37:00,3771.21,A321Neo,Economy,74.07,On-Time,0.0,Fog,2.0,Yes,App,212
6E8380,2025-04-14,Sunday,Hyd,Bom,09:26:00,10:34:00,4334.09,A321Neo,Economy,89.45,On-Time,0.0,Storm,1.0,No,Website,68
6E1417,2024-08-23,Monday,Del,Maa,08:18:00,10:39:00,3319.49,A320,Economy,91.8,On-Time,0.0,Fog,5.0,Yes,Airport,141
6E5756,2025-07-31,Wednesday,Cok,Hyd,15:37:00,18:55:00,9447.47,A321Neo,Economy,85.14,On-Time,0.0,Clear,4.0,Yes,Travel Agency,198
6E4256,2024-12-09,Thursday,Goi,Cok,16:41:00,17:50:00,3874.45,A320,Economy,84.21,Delayed,74.0,Rainy,1.0,Yes,Website,69
6E1096,2025-03-06,Monday,Goi,Hyd,02:29:00,04:40:00,7404.49,A320Neo,Economy,99.57,On-Time,0.0,Clear,4.0,No,Travel Agency,131
6E1725,2025-03-05,Friday,Cok,Goi,03:49:00,06:13:00,9463.65,A320Neo,Economy,89.57,Delayed,163.0,Fog,5.0,Unknown,App,204
6E8192,2025-02-07,Tuesday,Hyd,Amd,09:34:00,11:06:00,3037.21,A320,Economy,95.28,On-Time,0.0,Rainy,1.0,No,App,152
6E7630,2024-08-25,Monday,Amd,Cok,13:58:00,16:00:00,7687.45,A321Neo,Economy,98.19,On-Time,0.0,Fog,5.0,No,Website,182
6E4835,2024-09-16,Thursday,Hyd,Blr,16:22:00,19:32:00,7110.24,A321Neo,Economy,97.92,On-Time,0.0,Fog,4.0,Yes,Airport,190
6E5675,2024-12-17,Tuesday,Ccu,Del,14:04:00,16:25:00,7529.79,A321Neo,Economy,99.41,Cancelled,0.0,Rainy,2.0,No,Travel Agency,141
6E7522,2024-09-23,Tuesday,Hyd,Cok,22:32:00,23:41:00,5566.81,A321Neo,Economy,87.65,On-Time,0.0,Cloudy,5.0,No,App,69
6E6411,2025-08-05,Sunday,Ccu,Maa,23:08:00,00:31:00,3864.86,A320,Economy,81.41,On-Time,0.0,Cloudy,1.0,No,App,83
6E3575,2025-04-24,Thursday,Maa,Pnq,19:10:00,21:32:00,9380.86,A321Neo,Premium Economy,96.91,On-Time,0.0,Rainy,2.0,No,App,142
6E2616,2024-10-16,Tuesday,Maa,Hyd,15:37:00,18:34:00,6782.39,A320,Economy,70.31,Cancelled,0.0,Cloudy,2.0,No,Website,237
6E1232,2024-08-19,Wednesday,Del,Bom,15:52:00,17:25:00,7217.58,A321Neo,Economy,76.25,On-Time,0.0,Cloudy,1.0,Yes,Travel Agency,153
6E3506,2025-05-18,Saturday,Amd,Maa,11:52:00,14:37:00,5457.51,A320,Economy,99.13,Delayed,47.0,Storm,5.0,No,Airport,225
6E7222,2025-05-31,Saturday,Ccu,Blr,14:55:00,17:34:00,6101.16,A320,Economy,93.27,On-Time,0.0,Rainy,2.0,Yes,App,219
6E8531,2025-05-27,Thursday,Cok,Maa,19:29:00,22:23:00,7573.19,A320,Premium Economy,83.48,On-Time,0.0,Fog,2.0,Yes,App,234
6E4653,2025-01-04,Friday,Del,Ccu,10:29:00,12:56:00,3233.18,A320Neo,Economy,70.39,Delayed,80.0,Clear,5.0,No,Website,147
6E8419,2025-04-20,Friday,Hyd,Ccu,23:44:00,02:38:00,5794.15,A321Neo,Premium Economy,79.27,On-Time,0.0,Fog,1.0,Yes,App,234
6E2990,2024-10-22,Tuesday,Maa,Cok,10:13:00,11:49:00,5827.68,A321Neo,Economy,83.77,Cancelled,0.0,Storm,5.0,Yes,Airport,96
6E2153,2024-10-28,Saturday,Del,Goi,08:58:00,11:46:00,7523.35,A320Neo,Economy,97.9,On-Time,0.0,Clear,3.0,No,App,228
6E4111,2024-10-14,Monday,Blr,Cok,15:06:00,17:25:00,8822.62,A320,Economy,89.25,Delayed,125.0,Clear,4.0,No,Airport,139
6E5709,2024-11-04,Thursday,Maa,Amd,17:39:00,19:53:00,5357.23,A320Neo,Economy,92.24,On-Time,0.0,Clear,5.0,No,App,134
6E6036,2024-10-01,Sunday,Ccu,Amd,02:08:00,05:09:00,3568.63,A320,Economy,93.86,Cancelled,0.0,Fog,4.0,Yes,Website,181
6E5189,2024-10-24,Monday,Maa,Hyd,08:36:00,10:02:00,9347.22,A320,Economy,86.59,On-Time,0.0,Rainy,3.0,No,App,146
6E2983,2024-10-20,Tuesday,Pnq,Hyd,21:11:00,00:11:00,6605.33,A321Neo,Premium Economy,82.12,On-Time,0.0,Storm,4.0,No,Website,180
6E5992,2025-02-14,Tuesday,Del,Pnq,05:45:00,08:23:00,7400.06,A320Neo,Premium Economy,86.72,On-Time,0.0,Cloudy,5.0,No,Travel Agency,218
6E2532,2024-08-31,Friday,Pnq,Hyd,00:16:00,01:11:00,5838.15,A321Neo,Economy,86.8,Delayed,160.0,Clear,4.0,No,Airport,115
6E4943,2025-03-27,Tuesday,Amd,Maa,10:19:00,13:54:00,7507.99,A321Neo,Economy,83.95,On-Time,0.0,Clear,5.0,No,App,215
6E4419,2025-07-01,Sunday,Del,Bom,19:30:00,21:06:00,5681.7,A321Neo,Economy,84.63,On-Time,0.0,Cloudy,2.0,Yes,Airport,156
6E2051,2024-09-11,Friday,Blr,Cok,22:25:00,01:50:00,4510.15,A321Neo,Premium Economy,76.43,On-Time,0.0,Cloudy,4.0,Yes,Travel Agency,205
6E6640,2024-11-30,Sunday,Pnq,Blr,07:13:00,08:02:00,7322.76,A321Neo,Economy,71.38,On-Time,0.0,Rainy,3.0,No,Travel Agency,109
6E3735,2025-05-28,Friday,Maa,Cok,19:16:00,21:48:00,5137.56,A320Neo,Economy,92.4,On-Time,0.0,Cloudy,5.0,No,Airport,152
6E1678,2025-03-25,Thursday,Del,Pnq,05:33:00,08:31:00,4438.26,A320Neo,Economy,78.74,On-Time,0.0,Cloudy,2.0,Yes,Travel Agency,238
6E6267,2024-09-18,Monday,Blr,Bom,16:00:00,17:53:00,4484.35,A320,Economy,86.8,On-Time,0.0,Rainy,2.0,No,Airport,113
6E8222,2025-02-17,Monday,Cok,Pnq,10:59:00,12:40:00,3162.93,A320Neo,Economy,82.15,On-Time,0.0,Cloudy,4.0,No,Airport,161
6E7323,2024-08-27,Friday,Maa,Amd,13:55:00,16:43:00,5569.04,A321Neo,Economy,96.44,On-Time,0.0,Cloudy,2.0,Yes,App,228
6E7191,2025-02-08,Wednesday,Goi,Maa,19:33:00,20:43:00,9163.39,A320,Economy,76.57,On-Time,0.0,Fog,3.0,Yes,Website,70
6E5787,2025-05-30,Wednesday,Maa,Del,02:41:00,03:29:00,8827.16,A320Neo,Economy,96.15,Delayed,155.0,Storm,2.0,No,Travel Agency,108
6E9852,2024-10-14,Thursday,Maa,Goi,07:24:00,08:42:00,3560.12,A321Neo,Economy,89.22,Delayed,37.0,Rainy,3.0,Yes,Airport,78
6E5379,2025-03-30,Monday,Bom,Ccu,10:30:00,12:35:00,7679.63,A320Neo,Economy,91.17,On-Time,0.0,Clear,1.0,No,Website,125
6E3585,2024-09-21,Monday,Pnq,Blr,01:13:00,02:47:00,4629.12,A320Neo,Economy,74.99,Delayed,59.0,Rainy,1.0,No,App,94
6E7299,2025-06-29,Monday,Pnq,Maa,22:21:00,01:54:00,7396.88,A320Neo,Economy,75.64,Delayed,98.0,Cloudy,4.0,No,Travel Agency,213
6E2689,2025-03-05,Saturday,Blr,Amd,18:14:00,19:05:00,7562.97,A321Neo,Economy,75.23,On-Time,0.0,Fog,4.0,Yes,Travel Agency,111
6E9178,2025-04-11,Sunday,Ccu,Pnq,21:32:00,22:12:00,2791.21,A320Neo,Economy,71.08,On-Time,0.0,Fog,5.0,Yes,Airport,100
6E2787,2025-04-17,Wednesday,Goi,Amd,16:56:00,17:10:00,5795.17,A320Neo,Economy,73.33,On-Time,0.0,Fog,1.0,Yes,App,74
6E8234,2025-06-14,Sunday,Amd,Blr,06:42:00,08:04:00,7085.44,A320,Premium Economy,80.5,On-Time,0.0,Storm,2.0,No,Airport,142
6E2508,2025-05-10,Wednesday,Amd,Goi,07:51:00,08:00:00,4616.12,A320Neo,Economy,84.6,On-Time,0.0,Rainy,5.0,Yes,Airport,69
6E6711,2025-05-31,Thursday,Ccu,Cok,23:13:00,02:15:00,3119.02,A321Neo,Premium Economy,81.54,Delayed,158.0,Storm,4.0,No,App,182
6E3854,2025-02-26,Monday,Goi,Blr,09:00:00,10:14:00,7159.68,A320Neo,Economy,86.43,Cancelled,0.0,Cloudy,3.0,No,Website,74
6E2207,2025-06-18,Saturday,Ccu,Pnq,07:14:00,09:10:00,8562.56,A320Neo,Economy,85.9,On-Time,0.0,Storm,2.0,No,App,176
6E5321,2024-10-12,Saturday,Bom,Pnq,17:32:00,20:50:00,7063.44,A321Neo,Economy,88.76,On-Time,0.0,Cloudy,1.0,No,Website,198
6E9504,2025-02-16,Monday,Amd,Cok,16:53:00,19:17:00,5214.43,A320Neo,Economy,88.84,Delayed,12.0,Rainy,1.0,Yes,App,204
6E4656,2025-02-19,Monday,Blr,Del,01:26:00,03:56:00,5901.22,A320,Economy,77.4,On-Time,0.0,Rainy,4.0,Yes,App,150
6E7294,2025-08-03,Monday,Goi,Del,16:20:00,19:02:00,4175.77,A320,Economy,71.53,On-Time,0.0,Cloudy,1.0,Yes,App,222
6E2752,2025-06-22,Monday,Amd,Bom,22:21:00,00:15:00,3825.96,A321Neo,Economy,99.51,Cancelled,0.0,Clear,5.0,Yes,Airport,174
6E4298,2025-07-01,Saturday,Cok,Goi,18:18:00,20:28:00,6688.73,A320,Economy,87.33,On-Time,0.0,Clear,3.0,No,App,130
6E6079,2025-05-05,Wednesday,Blr,Amd,11:33:00,12:44:00,2854.55,A320Neo,Economy,70.61,On-Time,0.0,Cloudy,3.0,No,App,71
6E5160,2024-11-03,Saturday,Maa,Bom,07:21:00,08:28:00,2571.79,A320Neo,Economy,74.54,On-Time,0.0,Rainy,5.0,No,Website,67
6E1925,2025-05-25,Thursday,Cok,Pnq,07:10:00,08:39:00,4761.76,A321Neo,Economy,73.81,On-Time,0.0,Cloudy,5.0,No,Airport,89
6E5955,2025-05-05,Wednesday,Bom,Pnq,19:34:00,22:32:00,5094.01,A320Neo,Economy,92.72,On-Time,0.0,Fog,5.0,No,App,238
6E3298,2025-03-27,Friday,Ccu,Del,06:37:00,07:42:00,6070.02,A320,Economy,76.77,On-Time,0.0,Fog,5.0,No,Airport,65
6E2994,2025-07-19,Wednesday,Goi,Amd,12:34:00,14:35:00,6025.005,A320,Economy,77.72,On-Time,0.0,Cloudy,3.0,Yes,Travel Agency,121
6E1194,2025-02-19,Sunday,Goi,Bom,22:09:00,01:08:00,3653.26,A320,Premium Economy,86.21,On-Time,0.0,Rainy,1.0,Yes,Travel Agency,239
6E7395,2025-04-18,Monday,Cok,Hyd,02:49:00,03:34:00,7852.58,A320,Economy,97.86,On-Time,0.0,Rainy,4.0,No,Airport,105
6E2397,2024-10-04,Wednesday,Maa,Goi,07:44:00,08:53:00,2833.45,A320Neo,Economy,93.54,On-Time,0.0,Rainy,1.0,Yes,App,69
6E5325,2024-10-27,Wednesday,Cok,Ccu,18:11:00,20:30:00,7068.49,A320,Economy,80.75,On-Time,0.0,Clear,1.0,No,Travel Agency,139
6E5662,2025-01-06,Thursday,Del,Amd,14:06:00,16:34:00,7420.5,A320Neo,Economy,99.5,On-Time,0.0,Clear,3.0,No,App,148
6E6875,2024-08-08,Tuesday,Pnq,Blr,03:36:00,04:56:00,7586.56,A320Neo,Economy,98.07,On-Time,0.0,Clear,3.0,Yes,Website,80
6E8589,2024-12-24,Friday,Bom,Del,21:26:00,00:32:00,7660.35,A320Neo,Economy,92.81,On-Time,0.0,Cloudy,2.0,No,Website,186
6E2433,2025-07-31,Saturday,Bom,Hyd,10:56:00,13:45:00,8986.87,A321Neo,Economy,81.28,On-Time,0.0,Rainy,1.0,No,Travel Agency,229
6E6866,2024-08-13,Monday,Cok,Blr,00:03:00,03:09:00,7356.46,A320Neo,Economy,96.36,On-Time,0.0,Clear,5.0,No,Website,186
6E3733,2025-08-02,Tuesday,Blr,Amd,00:25:00,03:03:00,4340.87,A321Neo,Economy,98.84,On-Time,0.0,Rainy,5.0,Yes,Website,218
6E6438,2025-07-02,Monday,Bom,Cok,09:59:00,11:44:00,8330.09,A320,Economy,86.03,On-Time,0.0,Storm,3.0,Yes,Airport,165
6E1780,2025-06-14,Sunday,Pnq,Del,04:10:00,05:36:00,3028.26,A321Neo,Economy,92.71,Delayed,89.0,Cloudy,5.0,No,Travel Agency,86
6E2276,2024-08-22,Tuesday,Hyd,Goi,22:49:00,23:37:00,6924.49,A320Neo,Premium Economy,88.31,Delayed,9.0,Fog,1.0,Yes,App,108
6E2319,2025-03-10,Saturday,Blr,Bom,20:23:00,23:46:00,6478.69,A321Neo,Economy,86.92,On-Time,0.0,Fog,3.0,Yes,Travel Agency,203
6E1866,2024-11-05,Thursday,Cok,Del,10:00:00,13:40:00,3775.44,A321Neo,Economy,84.8,On-Time,0.0,Cloudy,5.0,No,Travel Agency,220
6E4082,2025-07-01,Saturday,Bom,Ccu,19:41:00,22:18:00,3209.01,A320,Economy,98.77,On-Time,0.0,Fog,4.0,No,Website,217
6E1722,2025-06-03,Thursday,Goi,Blr,08:02:00,10:48:00,5166.75,A320Neo,Economy,97.12,Delayed,169.0,Clear,5.0,Yes,Website,166
6E3218,2025-04-13,Wednesday,Goi,Ccu,20:31:00,21:24:00,9440.65,A320,Economy,88.15,Delayed,72.0,Storm,4.0,No,App,113
6E4738,2025-04-18,Sunday,Pnq,Blr,05:15:00,06:33:00,6977.96,A320,Economy,83.39,On-Time,0.0,Storm,2.0,Yes,Travel Agency,78
6E7105,2025-02-16,Friday,Pnq,Hyd,05:09:00,07:37:00,2612.31,A320,Economy,89.15,On-Time,0.0,Clear,2.0,Unknown,App,148
6E2094,2025-01-08,Friday,Cok,Blr,08:00:00,11:41:00,6833.83,A321Neo,Economy,80.98,Delayed,26.0,Rainy,2.0,No,Airport,221
6E1617,2025-06-05,Friday,Bom,Del,05:46:00,07:51:00,7103.84,A320Neo,Premium Economy,96.85,On-Time,0.0,Storm,5.0,Yes,App,125
6E9671,2025-05-28,Wednesday,Ccu,Maa,08:04:00,09:52:00,2593.74,A320Neo,Economy,77.16,Delayed,97.0,Clear,5.0,No,App,108
6E1377,2024-08-19,Tuesday,Maa,Bom,06:51:00,08:23:00,4563.18,A321Neo,Economy,86.91,On-Time,0.0,Storm,5.0,Yes,Travel Agency,152
6E4441,2025-01-05,Saturday,Maa,Pnq,00:59:00,02:53:00,5113.2,A321Neo,Economy,97.81,On-Time,0.0,Clear,5.0,No,Travel Agency,174
6E8470,2025-08-05,Sunday,Bom,Del,02:37:00,05:11:00,5549.38,A321Neo,Premium Economy,87.21,On-Time,0.0,Clear,5.0,Yes,App,214
6E6689,2025-07-25,Tuesday,Blr,Goi,09:43:00,12:13:00,8197.17,A320,Economy,91.98,Delayed,97.0,Cloudy,1.0,Yes,Website,210
6E6141,2024-11-05,Friday,Ccu,Del,18:36:00,20:37:00,7402.12,A320Neo,Economy,76.13,On-Time,0.0,Cloudy,4.0,No,Airport,121
6E2674,2025-04-04,Saturday,Del,Ccu,23:53:00,01:08:00,3828.26,A320,Economy,95.75,On-Time,0.0,Cloudy,3.0,Yes,Travel Agency,135
6E6000,2025-01-30,Friday,Blr,Ccu,23:21:00,02:25:00,3293.19,A321Neo,Economy,85.53,Delayed,153.0,Clear,5.0,Yes,App,184
6E3795,2024-09-10,Monday,Cok,Blr,04:28:00,06:06:00,2988.52,A321Neo,Economy,92.87,On-Time,0.0,Cloudy,2.0,Yes,App,158
6E3528,2025-03-13,Sunday,Ccu,Cok,20:48:00,22:12:00,7133.2,A320Neo,Premium Economy,97.62,On-Time,0.0,Storm,4.0,No,App,144
6E9867,2025-05-31,Monday,Del,Blr,06:41:00,07:59:00,8256.08,A320,Economy,73.2,On-Time,0.0,Storm,4.0,Yes,Airport,78
6E2891,2025-03-14,Tuesday,Blr,Amd,04:59:00,07:34:00,6316.22,A320Neo,Economy,98.65,On-Time,0.0,Fog,2.0,Yes,Airport,215
6E4248,2025-02-02,Sunday,Del,Maa,22:51:00,01:58:00,6952.38,A320Neo,Economy,96.77,Delayed,138.0,Rainy,3.0,Yes,Airport,187
6E8657,2024-10-06,Tuesday,Blr,Pnq,22:28:00,00:13:00,8881.31,A320,Economy,81.19,Delayed,118.0,Rainy,1.0,Yes,App,165
6E1335,2024-12-27,Sunday,Bom,Cok,00:03:00,02:00:00,6347.48,A320,Economy,79.24,On-Time,0.0,Storm,5.0,No,App,177
6E5570,2025-05-02,Monday,Pnq,Bom,23:47:00,00:39:00,9409.26,A320,Premium Economy,87.74,On-Time,0.0,Fog,4.0,No,Airport,112
6E5911,2025-07-16,Monday,Cok,Goi,20:35:00,21:01:00,3254.91,A320Neo,Economy,91.8,Cancelled,0.0,Clear,4.0,Yes,Website,86
6E9603,2025-02-24,Tuesday,Del,Bom,00:53:00,01:03:00,6025.005,A320Neo,Economy,72.44,Delayed,44.0,Clear,1.0,No,Airport,70
6E7728,2025-04-15,Saturday,Ccu,Cok,21:28:00,23:38:00,7228.65,A320,Economy,99.61,On-Time,0.0,Storm,4.0,No,Website,130
6E2331,2025-01-13,Thursday,Blr,Bom,02:27:00,05:11:00,4339.28,A321Neo,Economy,83.66,On-Time,0.0,Cloudy,5.0,No,Website,224
